STN,YYYYMMDD,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,TG_C,HDD,CDD,Date
278,20220825,81,14,20,40,10,0,19,70,13,237,154,5,321,15,125,6,126,89,2097,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,63,93,24,29,14,41,23.7,0.0,5.699999999999999,2022-08-25
278,20220826,332,28,28,30,1,10,24,80,18,192,145,24,214,10,125,24,0,0,510,4,3,3,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,91,1,73,21,9,19.2,0.0,1.1999999999999993,2022-08-26
278,20220827,358,17,19,30,9,0,23,70,11,166,102,24,227,15,53,24,49,35,1306,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,73,96,5,52,15,22,16.6,1.3999999999999986,0.0,2022-08-27
278,20220828,349,17,21,40,9,0,2,80,11,151,74,5,223,16,36,6,100,72,1699,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,98,4,44,15,28,15.1,2.9000000000000004,0.0,2022-08-28
278,20220829,21,12,15,30,17,0,5,60,19,172,91,1,235,16,57,6,53,38,1417,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,97,2,53,15,24,17.2,0.8000000000000007,0.0,2022-08-29
278,20220830,52,26,27,50,9,10,1,100,9,178,115,3,235,15,71,6,116,84,2013,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,68,98,2,39,14,35,17.8,0.1999999999999993,0.0,2022-08-30
278,20220831,60,31,32,50,10,10,19,100,12,173,119,6,235,15,93,24,116,84,2056,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,60,87,24,36,15,36,17.3,0.6999999999999993,0.0,2022-08-31
278,20220901,77,28,29,50,11,10,4,100,11,172,86,5,243,13,42,6,126,92,2077,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,59,91,4,34,13,36,17.2,0.8000000000000007,0.0,2022-09-01
278,20220902,90,29,29,50,11,10,19,100,13,181,120,3,261,13,89,24,61,45,1557,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,54,70,2,31,12,27,18.1,0.0,0.10000000000000142,2022-09-02
278,20220903,88,29,29,50,12,20,6,90,11,188,111,6,269,15,92,6,122,90,1908,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,54,75,24,33,14,34,18.8,0.0,0.8000000000000007,2022-09-03
278,20220904,111,12,14,20,1,10,2,50,10,192,113,5,273,14,88,6,74,55,1431,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,91,22,46,13,26,19.2,0.0,1.1999999999999993,2022-09-04
278,20220905,93,6,12,20,9,0,19,80,13,210,124,5,307,14,100,6,86,64,1683,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,97,3,33,14,31,21.0,0.0,3.0,2022-09-05
278,20220906,199,3,19,30,9,10,1,140,24,222,170,7,292,16,168,6,96,72,1731,14,26,16,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,94,3,37,15,33,22.2,0.0,4.199999999999999,2022-09-06
278,20220907,231,5,15,40,8,10,3,130,1,188,146,23,246,15,121,24,42,32,1154,14,65,47,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,99,22,58,16,21,18.8,0.0,0.8000000000000007,2022-09-07
278,20220908,208,12,18,40,15,10,1,80,14,165,127,23,220,16,106,24,32,24,834,48,119,53,9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,99,2,57,15,14,16.5,1.5,0.0,2022-09-08
278,20220909,179,25,26,40,9,20,1,100,13,158,127,5,192,13,119,6,30,23,921,7,14,12,13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,97,4,73,12,15,15.8,2.1999999999999993,0.0,2022-09-09
278,20220910,79,7,18,30,11,10,1,60,11,168,129,23,217,14,102,24,29,22,992,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,98,23,65,14,17,16.8,1.1999999999999993,0.0,2022-09-10
278,20220911,262,7,11,20,13,0,3,50,13,161,106,3,234,16,79,6,73,56,1446,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,99,1,56,14,24,16.1,1.8999999999999986,0.0,2022-09-11
278,20220912,189,15,17,30,12,10,1,70,13,172,93,5,242,13,70,6,83,64,1503,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,99,1,50,13,26,17.2,0.8000000000000007,0.0,2022-09-12
278,20220913,312,13,16,30,11,0,2,70,13,171,103,24,223,11,74,24,72,56,1372,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,98,24,54,14,24,17.1,0.8999999999999986,0.0,2022-09-13
278,20220914,307,4,9,20,15,0,1,50,17,143,92,23,209,14,54,24,32,25,997,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,99,3,56,15,16,14.3,3.6999999999999993,0.0,2022-09-14
278,20220915,281,24,27,50,14,10,2,100,12,142,109,24,184,13,103,24,32,25,949,28,59,40,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,81,95,21,60,12,15,14.2,3.8000000000000007,0.0,2022-09-15
278,20220916,274,34,36,60,13,20,1,130,15,126,90,24,172,13,84,24,89,70,1401,61,54,10,5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,96,2,52,14,22,12.6,5.4,0.0,2022-09-16
278,20220917,286,32,35,60,15,20,20,140,15,114,79,22,159,13,60,24,86,68,1370,7,8,5,13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,94,21,67,15,21,11.4,6.6,0.0,2022-09-17
278,20220918,271,28,30,40,15,20,3,110,15,109,91,19,124,13,85,24,5,4,306,115,141,23,10,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,95,5,75,21,5,10.9,7.1,0.0,2022-09-18
278,20220919,293,24,27,50,11,10,21,120,12,118,58,24,177,11,26,24,90,72,1250,10,44,25,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,95,6,57,16,19,11.8,6.199999999999999,0.0,2022-09-19
278,20220920,283,14,18,30,10,0,20,70,12,105,49,24,169,13,17,24,41,33,978,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,98,21,53,16,15,10.5,7.5,0.0,2022-09-20
278,20220921,258,1,5,20,14,0,1,30,11,93,23,6,180,14,4,6,99,80,1440,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,98,1,49,16,21,9.3,8.7,0.0,2022-09-21
278,20220922,154,7,11,20,10,0,1,50,11,101,20,6,193,13,-2,6,107,87,1464,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,98,1,46,14,21,10.1,7.9,0.0,2022-09-22
278,20220923,186,11,13,20,10,0,1,40,10,123,51,3,170,14,27,6,12,10,654,5,8,7,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,84,98,1,67,11,10,12.3,5.699999999999999,0.0,2022-09-23
278,20220924,349,5,16,30,14,0,10,80,18,128,76,24,148,14,39,24,0,0,286,54,58,37,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,91,97,4,81,21,4,12.8,5.199999999999999,0.0,2022-09-24
278,20220925,275,12,18,30,12,10,1,80,12,113,52,4,176,12,18,6,86,71,1265,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,99,2,57,13,19,11.3,6.699999999999999,0.0,2022-09-25
278,20220926,213,29,33,40,2,10,20,100,13,110,98,24,123,16,95,24,0,0,285,125,79,12,17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,97,15,83,1,4,11.0,7.0,0.0,2022-09-26
278,20220927,245,24,27,50,14,10,19,90,14,94,81,19,116,14,73,24,19,16,702,30,31,10,11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,95,2,79,16,10,9.4,8.6,0.0,2022-09-27
278,20220928,219,10,13,20,2,10,1,50,12,94,54,24,146,15,21,24,45,38,935,11,14,9,13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,99,7,67,14,13,9.4,8.6,0.0,2022-09-28
278,20220929,200,2,8,20,12,0,3,40,11,81,26,4,159,16,7,6,70,59,1232,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,89,99,1,57,15,17,8.1,9.9,0.0,2022-09-29
278,20220930,195,22,22,40,12,0,1,90,12,110,28,6,168,13,4,6,96,82,1274,13,22,19,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,99,1,57,13,19,11.0,7.0,0.0,2022-09-30
278,20221001,235,36,44,60,12,30,18,130,12,132,106,2,172,12,98,24,74,63,995,70,169,57,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,96,4,64,14,16,13.2,4.800000000000001,0.0,2022-10-01
278,20221002,263,28,32,50,10,20,6,100,2,131,85,24,177,14,53,24,79,68,1089,2,1,1,7,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,98,23,58,14,17,13.1,4.9,0.0,2022-10-02
278,20221003,250,14,16,30,12,10,7,50,10,122,60,6,177,14,23,6,66,57,1004,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,99,4,65,12,16,12.2,5.800000000000001,0.0,2022-10-03
278,20221004,192,22,23,40,13,10,1,80,13,140,84,5,182,14,44,6,83,72,1185,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,98,5,57,14,19,14.0,4.0,0.0,2022-10-04
278,20221005,219,43,44,70,20,20,4,130,16,158,128,24,188,14,119,24,3,3,494,2,6,6,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,88,23,67,17,8,15.8,2.1999999999999993,0.0,2022-10-05
278,20221006,225,33,34,50,10,20,18,100,11,126,88,24,174,14,62,24,98,87,1224,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,87,4,53,14,19,12.6,5.4,0.0,2022-10-06
278,20221007,208,32,33,60,13,20,1,100,12,129,78,2,180,14,60,6,56,50,979,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,91,6,59,14,15,12.9,5.1,0.0,2022-10-07
278,20221008,259,28,31,50,10,10,21,110,11,114,46,24,166,14,11,24,94,84,1128,6,5,3,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,98,23,56,14,17,11.4,6.6,0.0,2022-10-08
278,20221009,144,16,18,30,11,0,3,70,12,96,30,5,165,13,4,6,98,88,1208,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,99,7,53,15,17,9.6,8.4,0.0,2022-10-09
278,20221010,224,18,24,40,10,10,18,100,15,95,43,24,160,12,13,24,46,42,645,15,10,9,15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,99,20,73,10,9,9.5,8.5,0.0,2022-10-10
278,20221011,264,8,10,30,11,0,6,50,11,83,21,6,160,14,-3,6,78,71,990,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,98,1,57,13,14,8.3,9.7,0.0,2022-10-11
278,20221012,164,9,13,20,11,10,1,60,14,89,17,6,155,13,1,12,65,60,971,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,99,2,57,13,14,8.9,9.1,0.0,2022-10-12
278,20221013,205,18,20,30,9,10,5,70,15,123,90,1,147,13,66,24,1,1,294,2,2,2,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,91,98,24,85,13,5,12.3,5.699999999999999,0.0,2022-10-13
278,20221014,181,16,19,30,11,10,3,60,12,124,99,2,150,14,88,24,0,0,233,22,20,10,17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,97,99,2,92,12,4,12.4,5.6,0.0,2022-10-14
278,20221015,197,25,27,40,15,10,1,90,15,132,101,5,161,15,88,6,10,9,319,25,12,6,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,99,5,78,24,5,13.2,4.800000000000001,0.0,2022-10-15
278,20221016,208,22,30,60,11,0,17,100,10,139,99,18,179,14,88,18,74,69,889,10,3,2,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,95,18,57,14,14,13.9,4.1,0.0,2022-10-16
278,20221017,195,19,22,30,4,0,23,80,9,155,127,1,173,9,117,6,7,7,173,36,75,37,11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,95,99,22,87,8,3,15.5,2.5,0.0,2022-10-17
278,20221018,291,9,13,30,11,0,21,60,12,118,44,24,172,13,14,24,76,72,1013,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,99,1,64,12,16,11.8,6.199999999999999,0.0,2022-10-18
278,20221019,90,26,26,50,11,0,1,90,12,90,34,6,140,13,11,6,75,72,952,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,84,99,3,65,14,14,9.0,9.0,0.0,2022-10-19
278,20221020,120,26,29,40,2,10,18,70,4,107,62,1,138,16,50,6,20,19,382,18,21,17,14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,91,99,19,76,10,6,10.7,7.300000000000001,0.0,2022-10-20
278,20221021,172,19,20,30,12,10,17,60,12,145,121,7,178,14,97,24,49,48,581,14,81,79,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,94,99,4,84,13,9,14.5,3.5,0.0,2022-10-21
278,20221022,202,20,23,50,14,10,17,100,12,134,94,19,184,14,71,24,41,40,577,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,99,20,68,14,9,13.4,4.6,0.0,2022-10-22
278,20221023,137,22,25,30,9,10,1,90,24,144,83,4,177,20,73,6,8,8,335,4,5,5,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,99,4,77,19,5,14.4,3.5999999999999996,0.0,2022-10-23
278,20221024,214,40,43,80,12,20,20,150,12,149,125,19,178,12,106,24,37,37,501,10,6,3,13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,92,22,68,9,8,14.9,3.0999999999999996,0.0,2022-10-24
278,20221025,209,25,28,50,12,10,17,90,12,133,92,22,173,14,52,24,56,56,582,3,2,2,5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,99,21,71,13,9,13.3,4.699999999999999,0.0,2022-10-25
278,20221026,182,18,23,40,12,10,2,80,13,143,75,2,191,13,56,6,74,74,764,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,98,1,70,12,12,14.3,3.6999999999999993,0.0,2022-10-26
278,20221027,160,22,23,30,8,20,1,60,10,165,127,4,207,13,106,6,36,36,533,3,2,2,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,96,3,64,13,9,16.5,1.5,0.0,2022-10-27
278,20221028,212,24,28,50,15,20,1,90,15,169,124,23,213,14,96,24,35,35,518,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,97,23,67,14,9,16.9,1.1000000000000014,0.0,2022-10-28
278,20221029,150,14,17,20,9,10,1,50,11,155,93,5,213,14,70,6,24,25,477,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,99,2,71,14,8,15.5,2.5,0.0,2022-10-29
278,20221030,209,14,15,20,1,10,4,50,3,153,120,6,199,13,91,24,52,53,602,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,95,21,72,13,10,15.3,2.6999999999999993,0.0,2022-10-30
278,20221031,116,17,20,30,13,10,1,60,13,131,59,7,172,14,46,6,27,28,443,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,99,4,74,24,7,13.1,4.9,0.0,2022-10-31
278,20221101,201,46,48,70,6,30,1,130,6,148,116,24,166,6,112,24,77,80,688,6,2,1,22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,90,24,60,13,11,14.8,3.1999999999999993,0.0,2022-11-01
278,20221102,216,45,48,70,3,20,17,140,3,124,109,4,146,14,87,18,70,73,629,6,3,1,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,85,7,58,14,10,12.4,5.6,0.0,2022-11-02
278,20221103,175,37,39,60,24,30,18,120,24,124,105,24,162,14,97,6,17,18,399,35,32,13,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,94,19,60,14,6,12.4,5.6,0.0,2022-11-03
278,20221104,242,25,27,50,3,10,17,140,2,92,53,24,128,13,30,24,35,37,477,29,109,77,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,99,21,79,14,7,9.2,8.8,0.0,2022-11-04
278,20221105,207,30,30,40,11,10,2,90,23,88,47,2,119,12,25,6,48,51,519,4,7,7,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,84,97,1,73,14,7,8.8,9.2,0.0,2022-11-05
278,20221106,191,43,44,60,24,40,1,130,17,101,77,17,124,12,74,18,6,6,271,39,25,10,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,90,18,72,14,4,10.1,7.9,0.0,2022-11-06
278,20221107,212,44,45,60,9,30,19,120,9,130,110,1,143,15,103,6,9,10,257,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,81,85,18,77,16,4,13.0,5.0,0.0,2022-11-07
278,20221108,182,35,36,50,10,30,1,110,10,134,108,5,153,13,96,6,19,21,338,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,87,3,64,13,5,13.4,4.6,0.0,2022-11-08
278,20221109,216,42,43,60,12,30,1,120,12,125,95,24,145,14,85,24,47,52,398,9,9,5,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,93,24,67,14,6,12.5,5.5,0.0,2022-11-09
278,20221110,214,39,39,50,8,30,1,90,10,114,91,7,146,12,83,6,44,49,494,2,1,1,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,84,95,4,75,14,7,11.4,6.6,0.0,2022-11-10
278,20221111,207,26,27,50,3,0,22,90,4,90,28,24,138,14,0,24,47,52,478,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,89,99,21,75,14,7,9.0,9.0,0.0,2022-11-11
278,20221112,96,7,10,20,15,0,6,30,1,65,4,7,150,14,-8,12,70,78,580,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,99,3,63,13,8,6.5,11.5,0.0,2022-11-12
278,20221113,81,18,18,40,22,0,6,80,24,70,22,8,149,14,-1,12,70,79,601,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,99,1,54,13,8,7.0,11.0,0.0,2022-11-13
278,20221114,111,23,25,40,1,10,17,70,1,61,21,7,95,13,11,12,55,62,506,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,98,3,73,13,7,6.1,11.9,0.0,2022-11-14
278,20221115,153,25,28,40,12,20,1,80,12,109,70,1,129,13,68,6,43,49,356,43,23,8,9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,98,3,66,17,5,10.9,7.1,0.0,2022-11-15
278,20221116,132,24,29,60,24,10,7,100,24,103,80,20,127,13,66,18,41,47,407,66,131,51,6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,99,6,72,13,6,10.3,7.699999999999999,0.0,2022-11-16
278,20221117,130,39,42,80,3,20,21,160,3,96,78,24,107,13,63,24,0,0,106,132,150,34,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,89,95,8,81,21,2,9.6,8.4,0.0,2022-11-17
278,20221118,93,37,38,60,18,20,1,110,19,63,15,24,97,12,15,24,4,5,172,18,5,3,9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,97,8,87,21,2,6.3,11.7,0.0,2022-11-18
278,20221119,75,31,32,60,1,0,19,100,1,-9,-58,24,27,13,-75,24,72,84,566,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,97,24,56,13,6,-0.9,18.9,0.0,2022-11-19
278,20221120,107,9,16,30,12,0,1,60,12,-14,-68,7,26,12,-81,6,31,36,395,76,59,14,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,99,23,77,10,4,-1.4,19.4,0.0,2022-11-20
278,20221121,126,22,24,40,19,0,4,70,21,25,-5,5,50,24,-6,6,1,1,165,39,15,5,22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,97,99,2,92,24,2,2.5,15.5,0.0,2022-11-21
278,20221122,161,27,28,40,1,20,3,90,10,65,41,8,79,18,28,12,10,12,198,20,7,4,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,96,3,76,16,3,6.5,11.5,0.0,2022-11-22
278,20221123,183,33,34,50,12,20,3,110,12,85,70,23,105,12,52,6,43,51,374,17,7,2,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,95,1,66,13,5,8.5,9.5,0.0,2022-11-23
278,20221124,197,30,33,40,1,20,16,80,1,85,69,22,114,13,50,18,55,66,404,2,1,1,23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,84,89,1,76,14,6,8.5,9.5,0.0,2022-11-24
278,20221125,214,25,28,50,13,20,1,80,13,83,56,24,116,13,29,24,65,79,411,38,21,11,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,91,98,20,78,13,6,8.3,9.7,0.0,2022-11-25
278,20221126,185,24,25,30,9,20,1,70,19,66,39,7,91,13,25,6,39,47,290,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,93,99,5,87,22,4,6.6,11.4,0.0,2022-11-26
278,20221127,154,29,29,30,2,20,1,70,3,62,48,3,72,18,37,6,0,0,92,101,58,11,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,93,21,82,7,1,6.2,11.8,0.0,2022-11-27
278,20221128,189,18,21,40,7,10,15,80,4,80,66,1,87,15,63,6,0,0,99,42,21,8,9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,96,99,17,88,1,1,8.0,10.0,0.0,2022-11-28
278,20221129,276,15,18,30,12,10,1,60,14,76,50,24,93,13,43,24,5,6,169,3,6,6,14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,97,99,1,91,20,2,7.6,10.4,0.0,2022-11-29
278,20221130,13,12,15,20,11,0,7,50,18,52,12,6,69,12,2,6,2,2,168,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,93,99,7,87,14,2,5.2,12.8,0.0,2022-11-30
278,20221201,40,17,19,30,20,10,3,60,24,53,36,24,66,12,36,24,0,0,173,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,89,93,1,85,24,2,5.3,12.7,0.0,2022-12-01
278,20221202,63,34,35,50,14,20,2,120,18,23,17,13,37,1,16,24,0,0,64,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,88,7,75,17,1,2.3,15.7,0.0,2022-12-02
278,20221203,71,38,39,50,8,20,2,90,7,8,-8,21,27,3,-10,24,0,0,97,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,83,2,77,14,1,0.8,17.2,0.0,2022-12-03
278,20221204,68,40,41,60,10,30,4,100,11,13,-3,3,37,24,-3,6,0,0,49,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,90,19,81,1,1,1.3,16.7,0.0,2022-12-04
278,20221205,27,21,23,40,1,10,17,80,1,48,36,3,54,10,35,6,0,0,48,44,6,2,15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,94,97,9,88,1,1,4.8,13.2,0.0,2022-12-05
278,20221206,273,20,23,40,19,10,5,70,23,48,18,24,66,13,3,12,28,36,263,4,1,1,17,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,97,8,80,13,3,4.8,13.2,0.0,2022-12-06
278,20221207,259,26,27,40,12,20,1,70,12,34,13,6,66,12,3,12,36,46,294,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,89,96,1,78,13,4,3.4,14.6,0.0,2022-12-07
278,20221208,234,20,22,40,1,10,16,70,2,24,-3,16,39,12,-15,18,12,15,186,18,20,12,4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,94,98,18,88,14,2,2.4,15.6,0.0,2022-12-08
278,20221209,197,7,9,20,11,0,2,40,11,1,-38,22,28,11,-61,24,36,46,264,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,99,9,81,11,3,0.1,17.9,0.0,2022-12-09
278,20221210,199,15,16,20,8,10,1,50,20,-19,-37,7,-6,24,-55,6,0,0,79,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,96,99,17,92,1,1,-1.9,19.9,0.0,2022-12-10
278,20221211,160,13,15,20,6,10,1,40,11,3,-6,1,8,13,-4,6,0,0,44,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,97,1,87,22,0,0.3,17.7,0.0,2022-12-11
278,20221212,154,8,10,20,11,0,21,40,11,-13,-66,24,19,14,-87,24,28,36,256,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,97,20,77,14,3,-1.3,19.3,0.0,2022-12-12
278,20221213,118,5,8,20,13,0,1,40,13,-45,-76,8,0,14,-97,12,57,74,405,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,97,1,78,13,4,-4.5,22.5,0.0,2022-12-13
278,20221214,315,3,8,20,23,0,4,30,2,-60,-90,7,-10,13,-119,12,60,78,471,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,94,19,73,14,4,-6.0,24.0,0.0,2022-12-14
278,20221215,205,19,20,30,12,10,1,70,20,-23,-71,4,20,13,-96,6,55,72,370,7,3,3,22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,94,4,80,14,4,-2.3,20.3,0.0,2022-12-15
278,20221216,307,2,12,20,11,10,1,40,11,-8,-37,8,4,10,-58,12,0,0,57,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,94,99,12,89,1,1,-0.8,18.8,0.0,2022-12-16
278,20221217,179,26,27,40,12,20,1,80,12,-17,-44,24,-1,11,-43,24,2,3,176,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,97,23,83,12,2,-1.7,19.7,0.0,2022-12-17
278,20221218,142,26,28,40,13,10,3,100,24,-28,-77,4,3,21,-93,6,13,17,181,19,4,2,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,81,95,1,71,18,2,-2.8,20.8,0.0,2022-12-18
278,20221219,186,40,41,50,8,30,17,100,8,64,3,1,101,23,1,6,0,0,69,99,29,6,6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,90,98,11,79,20,1,6.4,11.6,0.0,2022-12-19
278,20221220,202,34,35,50,6,20,19,100,6,101,85,24,111,9,79,24,0,0,46,141,119,21,11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,93,99,23,77,2,1,10.1,7.9,0.0,2022-12-20
278,20221221,203,26,27,40,13,10,2,90,16,80,64,3,91,12,36,6,15,20,193,11,2,1,19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,95,99,1,84,15,3,8.0,10.0,0.0,2022-12-21
